Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course
2026-07-05T12:27:09Z,22.61887579136189,114.04018045407526,78.06175468955189,6.097105471647907,3.0500855938384204,1.7899013400362644,220.75299109751626
2026-07-05T12:27:11Z,22.61885955384468,114.04016539152894,78.028051068075,5.888495775911024,2.764162160866037,2.2028921391817877,220.7208363031762
2026-07-05T12:27:12Z,22.618842346396278,114.0401494554423,77.84745724871755,5.741423421951671,2.668551349196741,2.8313645258832674,220.66372360226643
2026-07-05T12:27:13Z,22.618822908388207,114.04013069704584,77.72746266238391,5.608304052346093,2.6089192372186942,2.9594489983308745,223.0006233382903
2026-07-05T12:27:14Z,22.618803580955298,114.0401114264187,77.60467897634953,5.484753564291618,2.5422373795131734,2.883096376928603,222.57200605265274
2026-07-05T12:27:15Z,22.618786128094875,114.04009455145875,77.4806499434635,5.366753557520637,2.4429019443525894,2.3200967819656233,221.0932257956492
2026-07-05T12:27:16Z,22.61877082837456,114.04008068869163,77.3445005575195,5.251842649675007,2.353475656044165,2.115881596555558,218.94865205617626
2026-07-05T12:27:17Z,22.618755665166557,114.04006811053024,77.21202718000859,5.138464148688674,2.3201512921877656,2.1309471949566943,216.2616439417116
2026-07-05T12:27:18Z,22.61873866293736,114.04005544199805,77.0882314266637,5.026134789121794,2.328021542977609,2.4567975247998537,213.29618546968598
2026-07-05T12:27:19Z,22.618719798504376,114.04004180047178,76.9524832945317,4.914383731479237,2.325444096837409,2.5838898298536592,214.42607035411962
2026-07-05T12:27:20Z,22.618700799702975,114.04002692065457,76.825743063353,4.8037131800959525,2.301720798594512,2.629091088913936,217.58909488605352
2026-07-05T12:27:21Z,22.618681658068844,114.04001057078776,76.70427935943007,4.694299617204447,2.231557244497449,2.7908278424627073,219.19075367309773
2026-07-05T12:27:22Z,22.61866224215718,114.03999318994745,76.58663972001523,4.586527442663939,2.1570908355171405,2.8098829628449136,220.26404145611633
2026-07-05T12:27:22Z,22.618642649417875,114.03997507251366,76.47637013439089,4.481270940043914,2.1099546163510663,2.918574941047441,221.0125929978024
2026-07-05T12:27:23Z,22.61862387213277,114.03995731370075,76.36747016757727,4.379468346820517,2.098443475516167,2.624802528159394,221.5860615960824
2026-07-05T12:27:24Z,22.61860669846616,114.039940741958,76.2638186533004,4.28240747189414,2.0935007124206058,2.4902001361472914,222.13945455141757
2026-07-05T12:27:25Z,22.618590194408913,114.03992449995428,76.16601885482669,4.191366597121606,2.080737853761397,2.4690790816861767,222.69538464980658
2026-07-05T12:27:26Z,22.618573627194493,114.0399078617368,76.07247268408537,4.1071145544335526,2.0626506519865675,2.5558516650753202,223.28525567406984
2026-07-05T12:27:27Z,22.618557120794375,114.03989090569705,75.97772392816842,4.0306348627362505,2.0521620445488318,2.504205620119907,224.00550479765957
2026-07-05T12:27:28Z,22.618541488034282,114.03987435645631,75.89470849651843,3.963270943192625,2.0512569027078467,2.3584210668000325,225.03205240295537
2026-07-05T12:27:29Z,22.61852696375642,114.03985827782856,75.82000629696995,3.9069851714359505,2.0560216779950595,2.2622640632559103,226.5674467841562
2026-07-05T12:27:30Z,22.61851397027055,114.03984287896685,75.75688280910254,3.8632325928329627,2.0687324306421835,2.024325134733431,229.03521807607478
2026-07-05T12:27:31Z,22.618502680998436,114.03982787794315,75.7037112461403,3.8314572341496653,2.0822114280037485,1.9550701289781875,232.97573225129767
2026-07-05T12:27:32Z,22.618492838992122,114.03981226865183,75.6550535839051,3.8097190888480106,2.1068303291826735,1.9358343020137954,238.68705134291872
2026-07-05T12:27:33Z,22.618484926251668,114.03979581125492,75.60986439604312,3.7961134215011274,2.1562807999003075,1.8903902139833395,246.64939032033956
2026-07-05T12:27:34Z,22.618479622158567,114.03977842054918,75.55987952742726,3.789076855716059,2.228494080364688,1.894901172579602,256.9652935016112
2026-07-05T12:27:35Z,22.618477192629758,114.03975858208761,75.5063451519236,3.7881157046885607,2.3151425101393572,2.2424785306401,267.1477837183289
2026-07-05T12:27:36Z,22.618477706684377,114.03973465601712,75.46698320936412,3.793061893417888,2.4226592506310007,2.6894274596519137,274.80848852335026
2026-07-05T12:27:37Z,22.618480589006488,114.03970622742206,75.4339489042759,3.803974946765248,2.548118820508477,3.1923263198403924,277.4322263759202
2026-07-05T12:27:38Z,22.61848454200451,114.03967323974209,75.45840991009027,3.8244232875175586,2.7035312460306935,3.6468477941702453,277.28709267837786
2026-07-05T12:27:39Z,22.61848468530008,114.03967203257882,75.48984067514539,3.825240615190125,2.7098840416947714,3.647369805357445,277.28570914380555
2026-07-05T12:27:44Z,22.618484894895825,114.039507204549,75.48106138966978,3.8099574233607423,2.9232338685936927,3.087264521915593,261.5547151149219
2026-07-05T12:27:44Z,22.61848106009965,114.03948131824107,75.50162163190544,3.793431232609707,2.8023617956760525,3.099942454899953,260.3156540759802
2026-07-05T12:27:45Z,22.61847564287364,114.03945021191926,75.51609216164798,3.7843236624698764,2.667163212205166,3.4190202077530376,258.5233061083714
2026-07-05T12:27:46Z,22.618468703116676,114.03941686896492,75.524931631051,3.776448522920955,2.538607537208005,3.6198696690373455,256.2689119982338
2026-07-05T12:27:47Z,22.61846013474086,114.0393823746304,75.53133931290358,3.766054327846168,2.43237374950439,3.735920585578735,253.81145007000765
2026-07-05T12:27:48Z,22.6184499986147,114.03934766273326,75.53782745171338,3.751476880246945,2.353940236306427,3.7602286667600433,251.27673788506817
2026-07-05T12:27:49Z,22.618438406693617,114.03931334554045,75.5437705758959,3.7321124428056764,2.295772482322429,3.762635222412947,248.73691135587455
2026-07-05T12:27:50Z,22.61842554059737,114.03927950738468,75.54923704173416,3.707782350031069,2.250635649567025,3.7694413587051265,246.72144433264987
2026-07-05T12:27:51Z,22.6184116640132,114.03924626424876,75.55464072246104,3.6784753973562876,2.21896831346973,3.7383261860477637,244.85097636901335
2026-07-05T12:27:52Z,22.61839702370828,114.03921386639745,75.55947480164468,3.644324256719673,2.199768994527899,3.6833197730140137,243.22813547642778
2026-07-05T12:27:53Z,22.61838183486366,114.0391824630999,75.56340597756207,3.6055558366965204,2.1904138048726915,3.610024265913138,241.7195863497152
2026-07-05T12:27:54Z,22.61836628671272,114.03915213803657,75.56583941262215,3.562480139914604,2.187965145447608,3.5251186686709763,240.44455910556002
2026-07-05T12:27:55Z,22.618350553084486,114.03912286653018,75.5663017258048,3.515541879363193,2.187792819279685,3.44124882248652,239.40398873902527
2026-07-05T12:27:56Z,22.618334659549646,114.03909442380962,75.56410952564329,3.4652928149508044,2.1834066717145943,3.3960869161921132,238.50309624310972
2026-07-05T12:27:57Z,22.61831858103578,114.0390663672746,75.55757864192128,3.412228035702945,2.1761010886418566,3.394526981895223,238.12437973836109
2026-07-05T12:27:58Z,22.618302512150752,114.03903857160198,75.54382689110935,3.3567218845978672,2.1773059768560254,3.3492686373058533,238.0540865014319
2026-07-05T12:27:59Z,22.618286837726135,114.03901135451667,75.51895871665329,3.2992399592775365,2.1916173408866797,3.2471397250224427,238.32526650362527
2026-07-05T12:28:00Z,22.618271868933803,114.03898505062818,75.4780390476808,3.240556230191443,2.2118536216507385,3.107041285867968,238.66850258443984
2026-07-05T12:28:01Z,22.618257702201408,114.03895965508868,75.41418895497918,3.181824360356973,2.2268519123767962,2.9949696532638104,239.34289670524834
2026-07-05T12:28:02Z,22.61824387056961,114.0389344776058,75.32177891302854,3.1243508736216885,2.2236235425256115,3.0302960255201494,239.42768066751927
2026-07-05T12:28:03Z,22.618229659712732,114.03890895696541,75.2010896615684,3.0691242291899035,2.203512476891289,3.098875406438151,238.67119430543596
2026-07-05T12:28:04Z,22.61821483258838,114.03888310575665,75.05773568246514,3.016661150789147,2.1742895460008898,3.1595530936622476,237.92094850693778
2026-07-05T12:28:05Z,22.61819946831927,114.03885701495273,74.89830843452364,2.9671704931319147,2.1414426393115216,3.203883882337089,237.30966424557562
2026-07-05T12:28:06Z,22.618183667087123,114.03883070995433,74.72816450614482,2.920717540546997,2.108965113624201,3.2489592408947794,236.8856198495626
2026-07-05T12:28:07Z,22.618167529974713,114.03880427817992,74.55166430771351,2.8772846549984825,2.080799772267132,3.2664523669753067,236.45725793862547
2026-07-05T12:28:08Z,22.618151170652133,114.03877776746971,74.3729610228911,2.836797447273173,2.054814412576391,3.2896782128105753,236.32087266719364
2026-07-05T12:28:09Z,22.6181345635874,114.03875096841898,74.19529873784631,2.799166028394682,2.029138242855843,3.3463382742794536,236.23460899744384
2026-07-05T12:28:10Z,22.618117692002595,114.03872384921856,74.02158649172634,2.7642903752244243,2.0072604093576203,3.377114806126206,236.11259616784918
2026-07-05T12:28:11Z,22.61810076289731,114.03869665841667,73.8540871720761,2.73203195907688,1.9914930085732983,3.3656956954677493,236.19315335869877
2026-07-05T12:28:12Z,22.61808397622706,114.03866973934265,73.69490565359592,2.7021664282350986,1.9818433621195395,3.313051392751044,236.02613999400194
2026-07-05T12:28:13Z,22.618067612342664,114.03864329660267,73.54547596815974,2.6743445673115818,1.975564297620641,3.232072803270911,236.60669201626902
2026-07-05T12:28:14Z,22.618051913583074,114.03861723292127,73.40685456618667,2.6481050759064235,1.9707625333906749,3.1668475201873507,237.4501747565372
2026-07-05T12:28:15Z,22.618036940344442,114.03859135010036,73.27997578401119,2.6229145240839347,1.9666012299511115,3.114450401717635,238.70168504362715
2026-07-05T12:28:16Z,22.61802258373793,114.03856558747965,73.16547815781087,2.598203414386256,1.9611297431798744,3.0740777049158066,239.3511583347429
2026-07-05T12:28:17Z,22.618008596493077,114.03853999513034,73.06406460423023,2.573397556100979,1.9590886018558413,3.0423648519232103,239.67721411675922
2026-07-05T12:28:18Z,22.61799472551401,114.03851450764097,72.97668347600847,2.5479377684953746,1.9603272264415794,3.042350690887484,239.5619484505697
2026-07-05T12:28:19Z,22.61798060869419,114.0384889411214,72.90470945183188,2.521319087024947,1.964057817243577,3.084221551617891,238.95617383993178
2026-07-05T12:28:20Z,22.617965880847215,114.03846285975851,72.85011025238782,2.4931454665736035,1.9700728516517805,3.2029644985733254,238.43333676562074
2026-07-05T12:28:21Z,22.61795022197697,114.03843584763236,72.81530801951885,2.4631549600160003,1.983317259099619,3.3559759827728577,237.62596265805428
2026-07-05T12:28:22Z,22.61793367337982,114.03840865165965,72.80331804882735,2.4312429682137453,2.005287804882671,3.3417515992012095,235.8931155549268
